"","X","whsd","sd1","hv204","hv206","hv207","hv208","hv209","hv210","hv211","hv212","hv216","hv225","hv227","hv237","hv243a","hml1","Annual_Precipitation_2015","Aridity_2015","Day_Land_Surface_Temp_2015","Diurl_Temperature_Range_2015","Enhanced_Vegetation_Index_2015","Global_Human_Footprint","Growing_Season_Length","Irrigation","Land_Surface_Temperature_2015","ITN_Coverage_2015","Mean_Temperature_2015","Nightlights_Composite","Night_Land_Surface_Temp_2015","PET_2015","Proximity_to_tiol_Borders","Proximity_to_Protected_Areas","Proximity_to_Water","Rainfall_2015","Travel_Times_2015","UN_Population_Density_2015","Wet_Days_2015","v025","washhands","smoke"
"1",1,"-35",0,5,0,0,0,0,0,0,0,4,0,1,1,0,2,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",1,0
"2",13,"152",0,30,0,1,0,0,1,0,0,1,0,1,1,1,2,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",0,1
"3",15,"152",0,30,0,1,0,0,1,0,0,1,0,1,1,1,2,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",0,1
"4",17,"152",0,30,0,1,0,0,1,0,0,1,0,1,1,1,2,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",0,1
"5",18,"-58",0,40,0,1,0,0,0,0,0,4,0,1,1,1,3,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",0,1
"6",19,"-58",0,40,0,1,0,0,0,0,0,4,0,1,1,1,3,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",0,1
"7",20,"-58",0,40,0,1,0,0,0,0,0,4,0,1,1,1,3,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",0,1
"8",21,"-58",0,40,0,1,0,0,0,0,0,4,0,1,1,1,3,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",0,1
"9",26,"202",0,6,1,1,1,0,0,0,0,4,0,1,1,1,4,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",1,1
"10",28,"202",0,6,1,1,1,0,0,0,0,4,0,1,1,1,4,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",1,1
"11",30,"202",0,6,1,1,1,0,0,0,0,4,0,1,1,1,4,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",1,1
"12",35,"-115",1,6,0,0,0,0,0,0,0,3,0,1,1,0,2,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",1,1
"13",46,"-70",0,10,0,0,0,0,0,0,0,1,0,1,0,0,2,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",1,0
"14",47,"-70",0,10,0,0,0,0,0,0,0,1,0,1,0,0,2,113.27,37.34,27.76,11.48,3437.9,35.08,11,4.1,21.68,0.77,20.02,0.07,15.61,3.03,24138.49,31082.39,35146.85,1145.91,43.12,581.7,15.18,"rural",1,0
"15",72,"-57",0,996,1,1,0,0,0,0,0,2,0,1,1,1,1,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"16",73,"-10",1,30,1,0,0,0,0,0,0,1,0,1,1,0,1,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"17",74,"-10",1,30,1,0,0,0,0,0,0,1,0,1,1,0,1,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"18",75,"-10",1,30,1,0,0,0,0,0,0,1,0,1,1,0,1,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"19",78,"-7",0,10,0,1,0,0,0,0,0,2,0,1,1,1,2,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"20",79,"-7",0,10,0,1,0,0,0,0,0,2,0,1,1,1,2,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"21",80,"-26",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"22",81,"14",0,996,1,1,1,0,0,0,0,3,0,1,1,1,3,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"23",83,"-26",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"24",84,"14",0,996,1,1,1,0,0,0,0,3,0,1,1,1,3,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"25",86,"-26",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"26",87,"14",0,996,1,1,1,0,0,0,0,3,0,1,1,1,3,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"27",89,"-26",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"28",90,"14",0,996,1,1,1,0,0,0,0,3,0,1,1,1,3,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"29",161,"89",1,996,1,1,1,0,0,1,0,5,0,1,0,1,2,101.38,35.06,29.51,12.26,3682,37.38,11,2.91,22.88,0.81,19.67,1.29,16.24,2.89,40401.82,26672.21,11274.41,856,0.81,886.14,16.53,"urban",0,1
"30",192,"41",1,996,1,1,0,0,0,0,0,2,1,1,1,1,2,153.53,56.86,23.1,10.6,105,31.6,13,0,19.9,0.72,18.02,3.31,16.7,2.7,18401.25,17035.45,1039.55,1108,65.47,569.35,16.39,"urban",0,1
"31",193,"41",1,996,1,1,0,0,0,0,0,2,1,1,1,1,2,153.53,56.86,23.1,10.6,105,31.6,13,0,19.9,0.72,18.02,3.31,16.7,2.7,18401.25,17035.45,1039.55,1108,65.47,569.35,16.39,"urban",0,1
"32",204,"-62",0,996,0,1,0,0,1,0,0,2,0,1,0,1,2,153.53,56.86,23.1,10.6,105,31.6,13,0,19.9,0.72,18.02,3.31,16.7,2.7,18401.25,17035.45,1039.55,1108,65.47,569.35,16.39,"urban",0,1
"33",205,"-62",0,996,0,1,0,0,1,0,0,2,0,1,0,1,2,153.53,56.86,23.1,10.6,105,31.6,13,0,19.9,0.72,18.02,3.31,16.7,2.7,18401.25,17035.45,1039.55,1108,65.47,569.35,16.39,"urban",0,1
"34",206,"-62",0,996,0,1,0,0,1,0,0,2,0,1,0,1,2,153.53,56.86,23.1,10.6,105,31.6,13,0,19.9,0.72,18.02,3.31,16.7,2.7,18401.25,17035.45,1039.55,1108,65.47,569.35,16.39,"urban",0,1
"35",215,"87",1,40,0,1,0,0,1,0,0,2,0,1,0,1,2,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"36",216,"87",1,40,0,1,0,0,1,0,0,2,0,1,0,1,2,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"37",217,"87",1,40,0,1,0,0,1,0,0,2,0,1,0,1,2,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"38",236,"-18",1,20,0,1,0,0,0,0,0,2,0,1,0,0,1,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"39",237,"-18",1,20,0,1,0,0,0,0,0,2,0,1,0,0,1,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"40",238,"-18",1,20,0,1,0,0,0,0,0,2,0,1,0,0,1,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"41",255,"76",1,20,0,0,0,0,1,0,0,1,0,1,0,1,1,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"42",256,"76",1,20,0,0,0,0,1,0,0,1,0,1,0,1,1,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"43",274,"100",0,30,0,0,0,0,1,0,0,2,0,1,0,0,2,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"44",275,"100",0,30,0,0,0,0,1,0,0,2,0,1,0,0,2,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"45",280,"114",0,60,0,0,0,0,1,0,0,1,0,0,0,0,0,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,1
"46",281,"-51",0,30,0,1,0,0,0,0,0,1,0,1,0,1,1,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,0
"47",282,"-51",0,30,0,1,0,0,0,0,0,1,0,1,0,1,1,113.27,37.34,28.82,11.48,3808.67,34.22,11,2.28,22.64,0.73,20.02,0,16.45,3.03,225.64,54961.87,17213.31,1098.78,54.78,514.38,15.18,"rural",0,0
"48",309,"-17",1,20,0,0,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"49",310,"-17",1,20,0,0,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"50",311,"-17",1,20,0,0,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"51",312,"-17",1,20,0,0,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"52",313,"-17",1,20,0,0,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"53",327,"127",0,90,0,1,0,0,1,0,0,4,0,1,1,1,3,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,1
"54",329,"127",0,90,0,1,0,0,1,0,0,4,0,1,1,1,3,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,1
"55",331,"127",0,90,0,1,0,0,1,0,0,4,0,1,1,1,3,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,1
"56",333,"127",0,90,0,1,0,0,1,0,0,4,0,1,1,1,3,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,1
"57",335,"127",0,90,0,1,0,0,1,0,0,4,0,1,1,1,3,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,1
"58",337,"127",0,90,0,1,0,0,1,0,0,4,0,1,1,1,3,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,1
"59",339,"127",0,90,0,1,0,0,1,0,0,4,0,1,1,1,3,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,1
"60",347,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"61",350,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"62",353,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"63",356,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"64",359,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"65",362,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"66",365,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"67",368,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"68",371,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"69",374,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"70",377,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"71",380,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"72",383,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"73",386,"-49",0,90,0,1,0,0,0,0,0,2,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,0
"74",410,"-171",1,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"75",411,"-47",0,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"76",412,"-171",1,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"77",413,"-47",0,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"78",414,"-171",1,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"79",415,"-47",0,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"80",416,"-171",1,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"81",417,"-47",0,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"82",418,"-171",1,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"83",419,"-47",0,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"84",420,"-171",1,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"85",421,"-47",0,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"86",422,"-171",1,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"87",423,"-47",0,20,0,1,0,0,0,0,0,2,0,0,0,0,0,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",1,1
"88",424,"-103",1,60,0,0,0,0,0,0,0,1,0,1,0,1,1,113.27,37.34,26.51,11.48,3426.5,32.35,11,1.42,20.56,0.78,20.02,0.08,14.61,3.03,31278.35,23456.37,42352.16,1190.58,62.85,554.19,15.18,"rural",0,1
"89",453,"126",0,20,0,1,0,0,1,0,0,2,0,1,0,1,1,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"90",475,"-107",1,10,0,1,0,0,0,0,0,3,1,1,0,1,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"91",479,"118",0,60,0,1,0,0,0,0,0,2,1,1,0,0,3,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,0
"92",497,"9",1,15,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"93",499,"9",1,15,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"94",501,"9",1,15,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"95",503,"9",1,15,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"96",505,"9",1,15,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"97",507,"9",1,15,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"98",509,"9",1,15,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"99",511,"9",1,15,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"100",513,"9",1,15,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,28.25,11.56,3601.2,36.02,12,0,22.05,0.74,19.91,0.01,15.86,2.96,37165.01,33979.78,39240.45,964,20.15,567.5,15.85,"rural",0,1
"101",532,"-53",0,3,0,0,0,0,0,0,0,2,0,1,1,0,2,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"102",533,"-53",0,3,0,0,0,0,0,0,0,2,0,1,1,0,2,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
"103",534,"-53",0,3,0,0,0,0,0,0,0,2,0,1,1,0,2,153.53,56.86,25.04,10.6,3648.3,31.78,13,0,18.85,0.76,18.02,0.01,12.66,2.7,35977.2,17220.91,21737.88,1203.91,77.83,346.84,16.39,"rural",0,1
