"","X","whsd","sd1","hv204","hv206","hv207","hv208","hv209","hv210","hv211","hv212","hv216","hv225","hv227","hv237","hv243a","hml1","Annual_Precipitation_2015","Aridity_2015","Day_Land_Surface_Temp_2015","Diurl_Temperature_Range_2015","Enhanced_Vegetation_Index_2015","Global_Human_Footprint","Growing_Season_Length","Irrigation","Land_Surface_Temperature_2015","ITN_Coverage_2015","Mean_Temperature_2015","Nightlights_Composite","Night_Land_Surface_Temp_2015","PET_2015","Proximity_to_tiol_Borders","Proximity_to_Protected_Areas","Proximity_to_Water","Rainfall_2015","Travel_Times_2015","UN_Population_Density_2015","Wet_Days_2015","v025","washhands","smoke"
"8248",39024,"57",1,120,0,0,0,0,0,0,0,2,0,1,1,0,1,89.31,28.2,27.7,12.11,2906.8,23.64,11,0,22.35,0.73,21.58,0.01,16.99,3.17,9130.72,60257.6,5762.07,777.9,67.05,232.05,15.22,"rural",0,1
"8249",39025,"57",1,120,0,0,0,0,0,0,0,2,0,1,1,0,1,89.31,28.2,27.7,12.11,2906.8,23.64,11,0,22.35,0.73,21.58,0.01,16.99,3.17,9130.72,60257.6,5762.07,777.9,67.05,232.05,15.22,"rural",0,1
"8250",39036,"-36",0,60,0,0,0,0,0,0,0,1,1,0,0,1,0,89.31,28.2,27.7,12.11,2906.8,23.64,11,0,22.35,0.73,21.58,0.01,16.99,3.17,9130.72,60257.6,5762.07,777.9,67.05,232.05,15.22,"rural",0,1
"8251",39037,"-36",0,60,0,0,0,0,0,0,0,1,1,0,0,1,0,89.31,28.2,27.7,12.11,2906.8,23.64,11,0,22.35,0.73,21.58,0.01,16.99,3.17,9130.72,60257.6,5762.07,777.9,67.05,232.05,15.22,"rural",0,1
"8252",39038,"-36",0,60,0,0,0,0,0,0,0,1,1,0,0,1,0,89.31,28.2,27.7,12.11,2906.8,23.64,11,0,22.35,0.73,21.58,0.01,16.99,3.17,9130.72,60257.6,5762.07,777.9,67.05,232.05,15.22,"rural",0,1
"8253",39084,"-79",0,60,0,1,0,0,0,0,0,2,0,1,1,1,2,89.31,28.2,27.7,12.11,2906.8,23.64,11,0,22.35,0.73,21.58,0.01,16.99,3.17,9130.72,60257.6,5762.07,777.9,67.05,232.05,15.22,"rural",0,1
"8254",39114,"-190",1,60,0,0,0,0,0,0,0,2,0,0,0,0,0,89.31,28.2,27.7,12.11,2906.8,23.64,11,0,22.35,0.73,21.58,0.01,16.99,3.17,9130.72,60257.6,5762.07,777.9,67.05,232.05,15.22,"rural",0,1
"8255",39115,"-190",1,60,0,0,0,0,0,0,0,2,0,0,0,0,0,89.31,28.2,27.7,12.11,2906.8,23.64,11,0,22.35,0.73,21.58,0.01,16.99,3.17,9130.72,60257.6,5762.07,777.9,67.05,232.05,15.22,"rural",0,1
"8256",39116,"-190",1,60,0,0,0,0,0,0,0,2,0,0,0,0,0,89.31,28.2,27.7,12.11,2906.8,23.64,11,0,22.35,0.73,21.58,0.01,16.99,3.17,9130.72,60257.6,5762.07,777.9,67.05,232.05,15.22,"rural",0,1
"8257",39129,"-72",0,30,0,1,0,0,0,0,0,2,0,1,1,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8258",39131,"-72",0,30,0,1,0,0,0,0,0,2,0,1,1,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8259",39133,"-72",0,30,0,1,0,0,0,0,0,2,0,1,1,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8260",39135,"-72",0,30,0,1,0,0,0,0,0,2,0,1,1,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8261",39137,"-72",0,30,0,1,0,0,0,0,0,2,0,1,1,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8262",39143,"173",0,60,0,0,0,0,0,0,0,2,0,1,1,0,3,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8263",39144,"173",0,60,0,0,0,0,0,0,0,2,0,1,1,0,3,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8264",39145,"173",0,60,0,0,0,0,0,0,0,2,0,1,1,0,3,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8265",39146,"173",0,60,0,0,0,0,0,0,0,2,0,1,1,0,3,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8266",39147,"173",0,60,0,0,0,0,0,0,0,2,0,1,1,0,3,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8267",39148,"173",0,60,0,0,0,0,0,0,0,2,0,1,1,0,3,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8268",39149,"173",0,60,0,0,0,0,0,0,0,2,0,1,1,0,3,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8269",39150,"173",0,60,0,0,0,0,0,0,0,2,0,1,1,0,3,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8270",39219,"38",1,20,0,1,0,0,0,1,0,2,0,1,0,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8271",39220,"38",1,20,0,1,0,0,0,1,0,2,0,1,0,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8272",39221,"38",1,20,0,1,0,0,0,1,0,2,0,1,0,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8273",39222,"38",1,20,0,1,0,0,0,1,0,2,0,1,0,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8274",39236,"24",0,30,0,0,0,0,0,0,0,2,0,1,1,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8275",39237,"24",0,30,0,0,0,0,0,0,0,2,0,1,1,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8276",39238,"24",0,30,0,0,0,0,0,0,0,2,0,1,1,1,2,153.53,56.86,23.42,10.6,3597.5,36.73,13,0,17.92,0.73,18.02,0.01,12.42,2.7,31691.66,6776.19,10812.75,1193.5,72.24,475.44,16.39,"rural",0,1
"8277",39242,".",0,20,0,0,0,0,0,0,0,1,0,1,1,0,1,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",1,1
"8278",39243,".",0,20,0,0,0,0,0,0,0,1,0,1,1,0,1,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",1,1
"8279",39254,"11",0,60,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",0,1
"8280",39255,"11",0,60,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",0,1
"8281",39256,"11",0,60,0,0,0,0,0,0,0,3,0,1,0,0,2,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",0,1
"8282",39257,"76",1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",1,0
"8283",39258,"76",1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",1,0
"8284",39259,"76",1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",1,0
"8285",39266,"311",1,20,0,1,0,0,0,0,0,2,0,1,0,0,2,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",1,1
"8286",39267,"311",1,20,0,1,0,0,0,0,0,2,0,1,0,0,2,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",1,1
"8287",39268,"311",1,20,0,1,0,0,0,0,0,2,0,1,0,0,2,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",1,1
"8288",39277,"104",0,30,0,1,0,0,1,0,0,2,0,1,0,1,2,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",0,0
"8289",39278,"104",0,30,0,1,0,0,1,0,0,2,0,1,0,1,2,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",0,0
"8290",39279,"104",0,30,0,1,0,0,1,0,0,2,0,1,0,1,2,121.6,41.1,24.89,11.56,3637.5,30.19,12,0.09,18.78,0.78,19.91,0.02,12.67,2.96,37817.94,15146.49,34232.61,1289.7,88.27,328.86,15.85,"rural",0,0
"8291",39299,"126",0,996,1,1,0,0,0,0,0,2,1,1,1,1,1,86.99,28.37,28.97,11.59,3876,38.8,10,0,22.6,0.83,21.23,0.43,16.22,3.07,22774.47,27782.64,14415.76,906,28.07,654.48,15.63,"urban",0,1
"8292",39366,"-99",0,10,1,1,0,0,0,0,0,2,1,1,1,1,2,86.99,28.37,28.97,11.59,3876,38.8,10,0,22.6,0.83,21.23,0.43,16.22,3.07,22774.47,27782.64,14415.76,906,28.07,654.48,15.63,"urban",0,1
"8293",39367,"-99",0,10,1,1,0,0,0,0,0,2,1,1,1,1,2,86.99,28.37,28.97,11.59,3876,38.8,10,0,22.6,0.83,21.23,0.43,16.22,3.07,22774.47,27782.64,14415.76,906,28.07,654.48,15.63,"urban",0,1
"8294",39368,"-99",0,10,1,1,0,0,0,0,0,2,1,1,1,1,2,86.99,28.37,28.97,11.59,3876,38.8,10,0,22.6,0.83,21.23,0.43,16.22,3.07,22774.47,27782.64,14415.76,906,28.07,654.48,15.63,"urban",0,1
"8295",39401,"66",1,10,1,1,0,0,0,0,0,2,0,1,1,1,1,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8296",39420,"48",1,996,1,0,1,0,0,0,0,4,0,1,1,1,2,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8297",39422,"48",1,996,1,0,1,0,0,0,0,4,0,1,1,1,2,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8298",39424,"48",1,996,1,0,1,0,0,0,0,4,0,1,1,1,2,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8299",39426,"48",1,996,1,0,1,0,0,0,0,4,0,1,1,1,2,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8300",39440,"75",1,996,1,1,1,0,0,0,0,4,1,1,1,1,4,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8301",39443,"75",1,996,1,1,1,0,0,0,0,4,1,1,1,1,4,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8302",39445,"-20",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",1,1
"8303",39448,"-20",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",1,1
"8304",39451,"-20",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",1,1
"8305",39454,"-20",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",1,1
"8306",39457,"-20",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",1,1
"8307",39460,"-20",1,996,1,1,1,0,0,0,0,3,0,1,1,1,3,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",1,1
"8308",39496,"-15",1,5,0,1,0,0,0,0,0,2,0,1,1,1,1,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8309",39497,"-15",1,5,0,1,0,0,0,0,0,2,0,1,1,1,1,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8310",39498,"-15",1,5,0,1,0,0,0,0,0,2,0,1,1,1,1,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8311",39499,"-15",1,5,0,1,0,0,0,0,0,2,0,1,1,1,1,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8312",39512,"-93",0,10,1,1,0,0,0,0,0,2,0,1,1,1,3,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8313",39513,"-93",0,10,1,1,0,0,0,0,0,2,0,1,1,1,3,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8314",39514,"-75",0,996,1,1,0,0,0,0,0,3,0,1,1,1,2,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8315",39515,"-75",0,996,1,1,0,0,0,0,0,3,0,1,1,1,2,151.95,56.45,22.21,10.97,3607,39.57,14,0,16.77,0.69,18.14,0.12,11.34,2.69,26682.43,10451.72,4631.86,1143,56.07,545.56,16.56,"urban",0,1
"8316",39539,"-57",0,40,0,0,0,0,0,0,0,2,0,0,0,0,0,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8317",39540,"-57",0,40,0,0,0,0,0,0,0,2,0,0,0,0,0,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8318",39543,"-9",0,10,1,1,1,0,0,0,0,3,1,1,1,1,3,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,0
"8319",39547,"-9",0,10,1,1,1,0,0,0,0,3,1,1,1,1,3,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,0
"8320",39590,"25",0,20,0,0,0,0,0,0,0,1,1,1,0,0,1,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8321",39591,"25",0,20,0,0,0,0,0,0,0,1,1,1,0,0,1,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8322",39592,"25",0,20,0,0,0,0,0,0,0,1,1,1,0,0,1,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8323",39593,"25",0,20,0,0,0,0,0,0,0,1,1,1,0,0,1,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8324",39613,"-110",1,996,0,1,0,0,1,0,0,2,0,1,0,1,1,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8325",39614,"117",0,20,0,0,0,0,0,0,0,2,0,1,0,0,3,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8326",39616,"117",0,20,0,0,0,0,0,0,0,2,0,1,0,0,3,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8327",39618,"117",0,20,0,0,0,0,0,0,0,2,0,1,0,0,3,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8328",39620,"117",0,20,0,0,0,0,0,0,0,2,0,1,0,0,3,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8329",39622,"15",0,30,0,0,0,0,0,0,0,1,0,1,0,1,1,101.38,35.06,29.53,12.26,3477.6,31.84,11,0.76,22.69,0.8,19.67,0.17,15.84,2.89,38394.7,24716.09,13735.29,852.4,11.21,667.66,16.53,"rural",0,1
"8330",39644,"76",1,60,0,0,0,0,0,0,0,2,0,0,0,1,0,99.45,35.73,25.24,12.88,4185.44,36.83,11,0,18.98,0.65,19.73,0.01,12.72,2.78,7828,41095.89,17563.1,1031.22,25.72,414.36,16.97,"rural",0,1
"8331",39645,"76",1,60,0,0,0,0,0,0,0,2,0,0,0,1,0,99.45,35.73,25.24,12.88,4185.44,36.83,11,0,18.98,0.65,19.73,0.01,12.72,2.78,7828,41095.89,17563.1,1031.22,25.72,414.36,16.97,"rural",0,1
"8332",39648,"144",0,60,0,1,0,0,0,0,0,2,0,1,1,1,2,99.45,35.73,25.24,12.88,4185.44,36.83,11,0,18.98,0.65,19.73,0.01,12.72,2.78,7828,41095.89,17563.1,1031.22,25.72,414.36,16.97,"rural",0,1
"8333",39649,"144",0,60,0,1,0,0,0,0,0,2,0,1,1,1,2,99.45,35.73,25.24,12.88,4185.44,36.83,11,0,18.98,0.65,19.73,0.01,12.72,2.78,7828,41095.89,17563.1,1031.22,25.72,414.36,16.97,"rural",0,1
"8334",39652,"207",0,120,0,1,0,0,0,0,0,2,0,1,0,1,3,99.45,35.73,25.24,12.88,4185.44,36.83,11,0,18.98,0.65,19.73,0.01,12.72,2.78,7828,41095.89,17563.1,1031.22,25.72,414.36,16.97,"rural",0,1
"8335",39653,"207",0,120,0,1,0,0,0,0,0,2,0,1,0,1,3,99.45,35.73,25.24,12.88,4185.44,36.83,11,0,18.98,0.65,19.73,0.01,12.72,2.78,7828,41095.89,17563.1,1031.22,25.72,414.36,16.97,"rural",0,1
"8336",39654,"207",0,120,0,1,0,0,0,0,0,2,0,1,0,1,3,99.45,35.73,25.24,12.88,4185.44,36.83,11,0,18.98,0.65,19.73,0.01,12.72,2.78,7828,41095.89,17563.1,1031.22,25.72,414.36,16.97,"rural",0,1
"8337",39655,"207",0,120,0,1,0,0,0,0,0,2,0,1,0,1,3,99.45,35.73,25.24,12.88,4185.44,36.83,11,0,18.98,0.65,19.73,0.01,12.72,2.78,7828,41095.89,17563.1,1031.22,25.72,414.36,16.97,"rural",0,1
"8338",39736,"74",1,40,0,0,0,0,0,0,0,2,0,1,0,0,1,121.6,41.1,25.87,11.56,3542.17,38.33,12,0,20.2,0.73,19.91,0.02,14.54,2.96,47307.17,13118.76,31593.66,1118.2,28.78,432.44,15.85,"rural",0,1
"8339",39737,"74",1,40,0,0,0,0,0,0,0,2,0,1,0,0,1,121.6,41.1,25.87,11.56,3542.17,38.33,12,0,20.2,0.73,19.91,0.02,14.54,2.96,47307.17,13118.76,31593.66,1118.2,28.78,432.44,15.85,"rural",0,1
"8340",39738,"174",0,10,0,1,0,0,0,0,0,4,0,1,0,1,5,121.6,41.1,25.87,11.56,3542.17,38.33,12,0,20.2,0.73,19.91,0.02,14.54,2.96,47307.17,13118.76,31593.66,1118.2,28.78,432.44,15.85,"rural",0,0
"8341",39771,"109",0,30,0,1,1,0,1,1,0,2,1,1,1,1,2,121.6,41.1,25.87,11.56,3542.17,38.33,12,0,20.2,0.73,19.91,0.02,14.54,2.96,47307.17,13118.76,31593.66,1118.2,28.78,432.44,15.85,"rural",1,1
"8342",39772,"109",0,30,0,1,1,0,1,1,0,2,1,1,1,1,2,121.6,41.1,25.87,11.56,3542.17,38.33,12,0,20.2,0.73,19.91,0.02,14.54,2.96,47307.17,13118.76,31593.66,1118.2,28.78,432.44,15.85,"rural",1,1
"8343",39773,"109",0,30,0,1,1,0,1,1,0,2,1,1,1,1,2,121.6,41.1,25.87,11.56,3542.17,38.33,12,0,20.2,0.73,19.91,0.02,14.54,2.96,47307.17,13118.76,31593.66,1118.2,28.78,432.44,15.85,"rural",1,1
"8344",39794,"113",0,45,1,1,0,0,0,0,0,3,1,1,1,1,2,89.31,28.2,30.39,12.11,3003.1,20.67,11,0,23.64,0.74,21.58,0.03,16.9,3.17,20966.94,65048.53,15599,745.55,38.29,317.17,15.22,"rural",0,1
"8345",39795,"18",0,45,1,1,0,0,0,0,0,3,1,1,1,1,2,89.31,28.2,30.39,12.11,3003.1,20.67,11,0,23.64,0.74,21.58,0.03,16.9,3.17,20966.94,65048.53,15599,745.55,38.29,317.17,15.22,"rural",0,1
"8346",39796,"113",0,45,1,1,0,0,0,0,0,3,1,1,1,1,2,89.31,28.2,30.39,12.11,3003.1,20.67,11,0,23.64,0.74,21.58,0.03,16.9,3.17,20966.94,65048.53,15599,745.55,38.29,317.17,15.22,"rural",0,1
"8347",39797,"18",0,45,1,1,0,0,0,0,0,3,1,1,1,1,2,89.31,28.2,30.39,12.11,3003.1,20.67,11,0,23.64,0.74,21.58,0.03,16.9,3.17,20966.94,65048.53,15599,745.55,38.29,317.17,15.22,"rural",0,1
"8348",39798,"113",0,45,1,1,0,0,0,0,0,3,1,1,1,1,2,89.31,28.2,30.39,12.11,3003.1,20.67,11,0,23.64,0.74,21.58,0.03,16.9,3.17,20966.94,65048.53,15599,745.55,38.29,317.17,15.22,"rural",0,1
"8349",39799,"18",0,45,1,1,0,0,0,0,0,3,1,1,1,1,2,89.31,28.2,30.39,12.11,3003.1,20.67,11,0,23.64,0.74,21.58,0.03,16.9,3.17,20966.94,65048.53,15599,745.55,38.29,317.17,15.22,"rural",0,1
"8350",39800,"113",0,45,1,1,0,0,0,0,0,3,1,1,1,1,2,89.31,28.2,30.39,12.11,3003.1,20.67,11,0,23.64,0.74,21.58,0.03,16.9,3.17,20966.94,65048.53,15599,745.55,38.29,317.17,15.22,"rural",0,1
