countrycode,countryname,name_1,name_2,mean_light,sum_light
AGO,Angola,Bengo,Ambriz,.041784547,192
AGO,Angola,Bengo,Dande,.55420548,4698
AGO,Angola,Bengo,Icolo e Bengo,1.7139468,7226
AGO,Angola,Bengo,Muxima,.050629858,840
AGO,Angola,Bengo,Nambuangongo,0,0
AGO,Angola,Benguela,BaÝa Farta,.26436642,2176
AGO,Angola,Benguela,Balombo,.12762621,407
AGO,Angola,Benguela,Benguela,2.9187479,8298
AGO,Angola,Benguela,Bocoio,.064453997,435
AGO,Angola,Benguela,Caiambambo,.095806926,393
AGO,Angola,Benguela,Chongoroi,.081197172,586
AGO,Angola,Benguela,Cubal,.16689306,860
AGO,Angola,Benguela,Ganda,.12114225,683
AGO,Angola,Benguela,Lobito,2.3081245,9858
AGO,Angola,BiÚ,Andulo,.050981037,621
AGO,Angola,BiÚ,Camacupa,.060215052,672
AGO,Angola,BiÚ,Catabola,.11890674,422
AGO,Angola,BiÚ,Chinguar,.072653063,267
AGO,Angola,BiÚ,Chitembo,.0096308868,227
AGO,Angola,BiÚ,Cuemba,.0064718933,105
AGO,Angola,BiÚ,Cunhinga,.042330261,101
AGO,Angola,BiÚ,Kuito,.76188755,4214
AGO,Angola,BiÚ,Nharea,.02880141,229
AGO,Angola,Cabinda,Belize,.079506509,116
AGO,Angola,Cabinda,Buco Zau,.21155517,487
AGO,Angola,Cabinda,Cabinda,5.1167531,14813
AGO,Angola,Cabinda,Landana,.69917744,1190
AGO,Angola,Cuando Cubango,Calai,.069377251,674
AGO,Angola,Cuando Cubango,Cuangar,.033645179,784
AGO,Angola,Cuando Cubango,Cuchi,.013778151,197
AGO,Angola,Cuando Cubango,Cuito Cuanavale,.0090014851,388
AGO,Angola,Cuando Cubango,Dirico,.0095402915,215
AGO,Angola,Cuando Cubango,Mavinga,.0017961719,96
AGO,Angola,Cuando Cubango,Menongue,.14746217,4172
AGO,Angola,Cuando Cubango,Nancova,0,0
AGO,Angola,Cuando Cubango,Rivungo,0,0
AGO,Angola,Cuanza Norte,Ambaca,.067235582,260
AGO,Angola,Cuanza Norte,Banga,.19161677,224
AGO,Angola,Cuanza Norte,Bolongongo,0,0
AGO,Angola,Cuanza Norte,Bula Atumba,.10044786,157
AGO,Angola,Cuanza Norte,Cambambe,.38540596,1875
AGO,Angola,Cuanza Norte,Cazengo,.98871422,2453
AGO,Angola,Cuanza Norte,Dembos,.23171481,377
AGO,Angola,Cuanza Norte,Golungo Alto,.078468896,164
AGO,Angola,Cuanza Norte,Lucala,.15526472,261
AGO,Angola,Cuanza Norte,Ngonguembo,.048549436,82
AGO,Angola,Cuanza Norte,Pango AluquÚm,.022596367,51
AGO,Angola,Cuanza Norte,Quiculungo,.64092666,166
AGO,Angola,Cuanza Norte,Samba Caj·,.054905783,169
AGO,Angola,Cuanza Sul,Amboim,1.4310089,1929
AGO,Angola,Cuanza Sul,Cassongue,.03627485,208
AGO,Angola,Cuanza Sul,Conda,.087383181,187
AGO,Angola,Cuanza Sul,Ebo,.028258119,67
AGO,Angola,Cuanza Sul,Libolo,.091389172,623
AGO,Angola,Cuanza Sul,Mussende,.016537545,222
AGO,Angola,Cuanza Sul,Porto Amboim,.33592018,1515
AGO,Angola,Cuanza Sul,Quibala,.054601122,642
AGO,Angola,Cuanza Sul,Quilenda,0,0
AGO,Angola,Cuanza Sul,Seles,.075416051,358
AGO,Angola,Cuanza Sul,Sumbe,.80874205,3941
AGO,Angola,Cuanza Sul,Waku Kungo,.27837744,1599
AGO,Angola,Cunene,Cahama,.031105228,376
AGO,Angola,Cunene,Cuanhama,.17561401,4426
AGO,Angola,Cunene,Curoca,.050673909,485
AGO,Angola,Cunene,Cuvelai,.031513728,590
AGO,Angola,Cunene,Namakunde,.16907924,2266
AGO,Angola,Cunene,Ombadja,.081252865,1240
AGO,Angola,Huambo,Bailundo,.078482822,658
AGO,Angola,Huambo,Caßla,.64100039,3255
AGO,Angola,Huambo,Catchiungo,.10293238,344
AGO,Angola,Huambo,Ekunha,.13654852,235
AGO,Angola,Huambo,Huambo,2.5545611,8849
AGO,Angola,Huambo,Londuimbale,.11183995,341
AGO,Angola,Huambo,Longonjo,.048495576,137
AGO,Angola,Huambo,Mungo,.016633775,59
AGO,Angola,Huambo,Tchicala-Tcholoanga,0,0
AGO,Angola,Huambo,Tchindjenje,.10522088,131
AGO,Angola,Huambo,Ukuma,.12639594,249
AGO,Angola,HuÝla,Caconda,.062402494,360
AGO,Angola,HuÝla,Caluquembe,.077439666,369
AGO,Angola,HuÝla,Chibia,.051617995,327
AGO,Angola,HuÝla,Chicomba,.01283594,64
AGO,Angola,HuÝla,Chipindo,.022391304,103
AGO,Angola,HuÝla,Gambos,.038287155,380
AGO,Angola,HuÝla,Humpata,2.7377911,3644
AGO,Angola,HuÝla,Jamba,.04539106,650
AGO,Angola,HuÝla,Kuvango,.017581001,191
AGO,Angola,HuÝla,Lubango,2.2058184,10160
AGO,Angola,HuÝla,Matala,.17969821,1965
AGO,Angola,HuÝla,Quilengues,.11125828,672
AGO,Angola,HuÝla,Tchipungo,.023126822,246
AGO,Angola,Luanda,Cacuaco,27.227341,18324
AGO,Angola,Luanda,Cazenga,63,2646
AGO,Angola,Luanda,Ingombota,62.9375,1007
AGO,Angola,Luanda,Kilamba Kiaxi,63,5229
AGO,Angola,Luanda,Maianga,63,1890
AGO,Angola,Luanda,Rangel,63,441
AGO,Angola,Luanda,Samba,33.854881,12831
AGO,Angola,Luanda,Sambizanga,63,882
AGO,Angola,Luanda,Viana,23.735985,39378
AGO,Angola,Lunda Norte,Cambulo,.08609733,989
AGO,Angola,Lunda Norte,Capenda,.015973061,185
AGO,Angola,Lunda Norte,Caungula,.014871017,196
AGO,Angola,Lunda Norte,Chitato,.18096712,2455
AGO,Angola,Lunda Norte,Cuango,.16986552,1301
AGO,Angola,Lunda Norte,Cuilo,.0056020068,67
AGO,Angola,Lunda Norte,Lubalo,0,0
AGO,Angola,Lunda Norte,Lucapa,.10984432,2399
AGO,Angola,Lunda Norte,Xß Muteba,.03239885,631
AGO,Angola,Lunda Sul,Cacolo,.0098907184,143
AGO,Angola,Lunda Sul,Dala,.0074209385,130
AGO,Angola,Lunda Sul,Muconda,.0023113652,76
AGO,Angola,Lunda Sul,Saurimo,.30877686,8563
AGO,Angola,Malanje,Cacuzo,.30271482,2297
AGO,Angola,Malanje,Calandula,.023958333,207
AGO,Angola,Malanje,Cambundi-Catembo,0,0
AGO,Angola,Malanje,Cangandala,0,0
AGO,Angola,Malanje,Caombo,0,0
AGO,Angola,Malanje,Cuaba Nzogo,.0077901846,30
AGO,Angola,Malanje,Cunda-dia-Baza,0,0
AGO,Angola,Malanje,Luquembo,0,0
AGO,Angola,Malanje,Malanje,1.8604988,5148
AGO,Angola,Malanje,Marimba,0,0
AGO,Angola,Malanje,Massango,0,0
AGO,Angola,Malanje,Mucari,.011641911,29
AGO,Angola,Malanje,Quela,0,0
AGO,Angola,Malanje,Quirima,.0092362948,108
AGO,Angola,Moxico,Alto Zambeze,.0078296382,439
AGO,Angola,Moxico,Camanongue,.074568547,229
AGO,Angola,Moxico,Cameia,.029481899,272
AGO,Angola,Moxico,LÚua,.037878789,130
AGO,Angola,Moxico,Luau,.16780511,737
AGO,Angola,Moxico,Lucano,.0076075708,125
AGO,Angola,Moxico,Luchazes,.00044490868,23
AGO,Angola,Moxico,Lumbala-Nguimbo,.0063912864,311
AGO,Angola,Moxico,Moxico,.091435656,4278
AGO,Angola,Namibe,Bibala,.036668677,365
AGO,Angola,Namibe,Camacuio,.04619116,419
AGO,Angola,Namibe,Namibe,.61997503,6462
AGO,Angola,Namibe,Tombwa,.02852471,628
AGO,Angola,Namibe,Virei,.015255408,287
AGO,Angola,UÝge,Alto Cauale,.0099916738,36
AGO,Angola,UÝge,Ambuila,.0051528076,29
AGO,Angola,UÝge,Bembe,.049796287,330
AGO,Angola,UÝge,Buengas,0,0
AGO,Angola,UÝge,Bungo,.056082148,142
AGO,Angola,UÝge,Damba,.013071896,106
AGO,Angola,UÝge,Maquela do Zombo,.11860332,1036
AGO,Angola,UÝge,Milunga,0,0
AGO,Angola,UÝge,Mucaba,.040973112,64
AGO,Angola,UÝge,Negage,.25833684,612
AGO,Angola,UÝge,Puri,0,0
AGO,Angola,UÝge,Quimbele,.019840248,154
AGO,Angola,UÝge,Quitexe,.010675273,43
AGO,Angola,UÝge,Sanza Pombo,.03311025,188
AGO,Angola,UÝge,Songo,.15796751,457
AGO,Angola,UÝge,UÝge,2.5250158,3987
AGO,Angola,Zaire,Cuimba,.05004859,206
AGO,Angola,Zaire,M'Banza Congo,.24199651,1663
AGO,Angola,Zaire,Noqui,.030931072,197
AGO,Angola,Zaire,N'Zeto,.056585461,583
AGO,Angola,Zaire,Soyo,2.8335972,16109
AGO,Angola,Zaire,Tomboco,.04082682,397
BDI,Burundi,Bubanza,Bubanza,.0859375,22
BDI,Burundi,Bubanza,Gihanga,.037151702,12
BDI,Burundi,Bubanza,Mpanda,0,0
BDI,Burundi,Bubanza,Musigati,0,0
BDI,Burundi,Bubanza,Rugazi,0,0
BDI,Burundi,Bujumbura Mairie,Buterere,19.257143,674
BDI,Burundi,Bujumbura Mairie,Buyenze,58,58
BDI,Burundi,Bujumbura Mairie,Bwiza,58,58
BDI,Burundi,Bujumbura Mairie,Cibitoke,43,86
BDI,Burundi,Bujumbura Mairie,Gihosha,38.083332,457
BDI,Burundi,Bujumbura Mairie,Kamenge,43,129
BDI,Burundi,Bujumbura Mairie,Kanyosha2,5.5,132
BDI,Burundi,Bujumbura Mairie,Kinama,21.210526,403
BDI,Burundi,Bujumbura Mairie,Kinindo,40.875,327
BDI,Burundi,Bujumbura Mairie,Lake Tanganyika,7.9489794,779
BDI,Burundi,Bujumbura Mairie,Musaga,25.799999,258
BDI,Burundi,Bujumbura Mairie,Ngagara,52,676
BDI,Burundi,Bujumbura Mairie,Nyakabiga,51,102
BDI,Burundi,Bujumbura Mairie,Roherero,43.42857,608
BDI,Burundi,Bujumbura Rural,Bugarama,0,0
BDI,Burundi,Bujumbura Rural,Isale,2.184,273
BDI,Burundi,Bujumbura Rural,Kabezi,0,0
BDI,Burundi,Bujumbura Rural,Kanyosha1,3.819149,359
BDI,Burundi,Bujumbura Rural,Lake Tanganyika,.22083333,106
BDI,Burundi,Bujumbura Rural,Mubimbi,0,0
BDI,Burundi,Bujumbura Rural,Mugongomanga,0,0
BDI,Burundi,Bujumbura Rural,Muhuta,0,0
BDI,Burundi,Bujumbura Rural,Mukike,0,0
BDI,Burundi,Bujumbura Rural,Mutambu,0,0
BDI,Burundi,Bujumbura Rural,Mutimbuzi,3.7256098,611
BDI,Burundi,Bujumbura Rural,Nyabiraba,0,0
BDI,Burundi,Bururi,Burambi,0,0
BDI,Burundi,Bururi,Bururi,0,0
BDI,Burundi,Bururi,Buyengero,0,0
BDI,Burundi,Bururi,Lake Tanganyika,.054187194,44
BDI,Burundi,Bururi,Matana,0,0
BDI,Burundi,Bururi,Mugamba,0,0
BDI,Burundi,Bururi,Rumonge,.26795581,97
BDI,Burundi,Bururi,Rutovu,0,0
BDI,Burundi,Bururi,Songa,0,0
BDI,Burundi,Bururi,Vyanda,0,0
BDI,Burundi,Cankuzo,Cankuzo,.16485508,91
BDI,Burundi,Cankuzo,Cendajuru,0,0
BDI,Burundi,Cankuzo,Gisagara,0,0
BDI,Burundi,Cankuzo,Kigamba,0,0
BDI,Burundi,Cankuzo,Mishiha,0,0
BDI,Burundi,Cibitoke,Buganda,0,0
BDI,Burundi,Cibitoke,Bukinanyana,0,0
BDI,Burundi,Cibitoke,Mabayi,0,0
BDI,Burundi,Cibitoke,Mugina,0,0
BDI,Burundi,Cibitoke,Murwi,0,0
BDI,Burundi,Cibitoke,Rugombo,.22978723,54
BDI,Burundi,Gitega,Bugendana,0,0
BDI,Burundi,Gitega,Bukirasazi,0,0
BDI,Burundi,Gitega,Buraza,0,0
BDI,Burundi,Gitega,Giheta,0,0
BDI,Burundi,Gitega,Gishubi,0,0
BDI,Burundi,Gitega,Gitega,1.5628572,547
BDI,Burundi,Gitega,Itaba,0,0
BDI,Burundi,Gitega,Makebuko,0,0
BDI,Burundi,Gitega,Mutaho,0,0
BDI,Burundi,Gitega,Nyanrusange,0,0
BDI,Burundi,Gitega,Ryansoro,0,0
BDI,Burundi,Karuzi,Bugenyuzi,0,0
BDI,Burundi,Karuzi,Buhiga,0,0
BDI,Burundi,Karuzi,Gihogazi,0,0
BDI,Burundi,Karuzi,Gitaramuka,0,0
BDI,Burundi,Karuzi,Mutumba,0,0
BDI,Burundi,Karuzi,Nyabikere,0,0
BDI,Burundi,Karuzi,Shombo,0,0
BDI,Burundi,Kayanza,Butaganzwa1,0,0
BDI,Burundi,Kayanza,Gahombo,0,0
BDI,Burundi,Kayanza,Gatara,0,0
BDI,Burundi,Kayanza,Kabarore,0,0
BDI,Burundi,Kayanza,Kayanza,.45985401,63
BDI,Burundi,Kayanza,Matongo,0,0
BDI,Burundi,Kayanza,Muhanga,0,0
BDI,Burundi,Kayanza,Muruta,0,0
BDI,Burundi,Kayanza,Rango,0,0
BDI,Burundi,Kirundo,Bugabira,0,0
BDI,Burundi,Kirundo,Busoni,0,0
BDI,Burundi,Kirundo,Bwambarangwe,0,0
BDI,Burundi,Kirundo,Gitobe,0,0
BDI,Burundi,Kirundo,Kirundo,.22900763,60
BDI,Burundi,Kirundo,Ntega,0,0
BDI,Burundi,Kirundo,Vumbi,0,0
BDI,Burundi,Makamba,Kayogoro,0,0
BDI,Burundi,Makamba,Kibago,0,0
BDI,Burundi,Makamba,Lake Tanganyika,0,0
BDI,Burundi,Makamba,Mabanda,0,0
BDI,Burundi,Makamba,Makamba,.25977653,93
BDI,Burundi,Makamba,Nyanza-Lac,0,0
BDI,Burundi,Makamba,Vugizo,0,0
BDI,Burundi,Muramvya,Bukeye,0,0
BDI,Burundi,Muramvya,Kiganda,0,0
BDI,Burundi,Muramvya,Mbuye,0,0
BDI,Burundi,Muramvya,Muramvya,.20627803,46
BDI,Burundi,Muramvya,Rutegama,0,0
BDI,Burundi,Muyinga,Buhinyuza,0,0
BDI,Burundi,Muyinga,Butihinda,0,0
BDI,Burundi,Muyinga,Gashoho,0,0
BDI,Burundi,Muyinga,Gasorwe,0,0
BDI,Burundi,Muyinga,Giteranyi,0,0
BDI,Burundi,Muyinga,Muyinga,.41013825,178
BDI,Burundi,Muyinga,Mwakiro,0,0
BDI,Burundi,Mwaro,Bisoro,0,0
BDI,Burundi,Mwaro,Gisozi,0,0
BDI,Burundi,Mwaro,Kayokwe,0,0
BDI,Burundi,Mwaro,Ndava,0,0
BDI,Burundi,Mwaro,Nyabihanga,0,0
BDI,Burundi,Mwaro,Rusaka,0,0
BDI,Burundi,Ngozi,Busiga,0,0
BDI,Burundi,Ngozi,Gashikanwa,.040540539,6
BDI,Burundi,Ngozi,Kiremba,0,0
BDI,Burundi,Ngozi,Marangara,0,0
BDI,Burundi,Ngozi,Mwumba,.31914893,45
BDI,Burundi,Ngozi,Ngozi,1.2146119,266
BDI,Burundi,Ngozi,Nyamurenza,0,0
BDI,Burundi,Ngozi,Ruhororo,.32446808,61
BDI,Burundi,Ngozi,Tangara,0,0
BDI,Burundi,Rutana,Bukemba,.21455939,56
BDI,Burundi,Rutana,Giharo,0,0
BDI,Burundi,Rutana,Gitanga,0,0
BDI,Burundi,Rutana,Mpinga-Kayove,0,0
BDI,Burundi,Rutana,Musongati,0,0
BDI,Burundi,Rutana,Rutana,.12582782,38
BDI,Burundi,Ruyigi,Butaganzwa2,0,0
BDI,Burundi,Ruyigi,Butezi,0,0
BDI,Burundi,Ruyigi,Bweru,0,0
BDI,Burundi,Ruyigi,Gisuru,0,0
BDI,Burundi,Ruyigi,Kinyinya,0,0
BDI,Burundi,Ruyigi,Nyabitsinda,0,0
BDI,Burundi,Ruyigi,Ruyigi,.46855345,149
BEN,Benin,Alibori,Banikoara,.017429611,91
BEN,Benin,Alibori,Gogounou,.0042337002,25
BEN,Benin,Alibori,Kandi,.085639931,362
BEN,Benin,Alibori,Karimama,0,0
BEN,Benin,Alibori,Malanville,.092905834,368
BEN,Benin,Alibori,Segbana,0,0
BEN,Benin,Atakora,BoukoumbÚ,0,0
BEN,Benin,Atakora,Cobly,0,0
BEN,Benin,Atakora,KÚrou,.031345233,144
BEN,Benin,Atakora,KouandÚ,0,0
BEN,Benin,Atakora,MatÚri,0,0
BEN,Benin,Atakora,Natitingou,.54186893,893
BEN,Benin,Atakora,PÚhunco,0,0
BEN,Benin,Atakora,TanguiÚta,.031765804,204
BEN,Benin,Atakora,Toffo,0,0
BEN,Benin,Atlantique,Abomey-Calavi,14.721854,8892
BEN,Benin,Atlantique,Allada,.86046511,370
BEN,Benin,Atlantique,KpomassÞ,.68051118,213
BEN,Benin,Atlantique,Ouidah,4.2285714,1184
BEN,Benin,Atlantique,S¶-Ava,9.5203619,2104
BEN,Benin,Atlantique,Tori-Bossito,.32550859,208
BEN,Benin,Atlantique,Toucountouna,.35025382,138
BEN,Benin,Atlantique,ZÞ,.60323888,447
BEN,Benin,Borgou,BembÚrÚkÚ,.044734858,178
BEN,Benin,Borgou,KalalÚ,0,0
BEN,Benin,Borgou,N'Dali,.052791659,243
BEN,Benin,Borgou,Nikki,.042739443,166
BEN,Benin,Borgou,Parakou,6.2862253,3514
BEN,Benin,Borgou,PÞrÞrÞ,0,0
BEN,Benin,Borgou,SinendÚ,0,0
BEN,Benin,Borgou,Tchaourou,.025306217,219
BEN,Benin,Collines,BantÞ,.012121212,38
BEN,Benin,Collines,Dassa-ZoumÞ,.15554489,324
BEN,Benin,Collines,GlazouÚ,.13372093,276
BEN,Benin,Collines,OuÞssÞ,.027257709,99
BEN,Benin,Collines,Savalou,.14208519,447
BEN,Benin,Collines,SavÞ,.13187614,362
BEN,Benin,Donga,Bassila,.0068943403,43
BEN,Benin,Donga,Copargo,0,0
BEN,Benin,Donga,Djougou,.1532145,765
BEN,Benin,Donga,OuakÚ,0,0
BEN,Benin,Kouffo,AplahouÚ,.41461268,471
BEN,Benin,Kouffo,Djakotomey,.63599998,159
BEN,Benin,Kouffo,KlouÚkanmÞ,.2868526,144
BEN,Benin,Kouffo,Lalo,0,0
BEN,Benin,Kouffo,Toviklin,0,0
BEN,Benin,Littoral,Cotonou,61.361702,2884
BEN,Benin,Mono,AthiÚmÚ,2.1421144,1236
BEN,Benin,Mono,Bopa,.34460887,163
BEN,Benin,Mono,ComÞ,2.3710408,524
BEN,Benin,Mono,Dogbo,.99444443,358
BEN,Benin,Mono,Grand-Popo,.60305345,158
BEN,Benin,Mono,HouÚyogbÚ,1.1385542,378
BEN,Benin,OuÚmÚ,Adjarra,13.223684,1005
BEN,Benin,OuÚmÚ,Adjohoun,.84679663,304
BEN,Benin,OuÚmÚ,AguÚguÚs,9.3076925,1573
BEN,Benin,OuÚmÚ,Akpro-MissÚrÚtÚ,20.784483,2411
BEN,Benin,OuÚmÚ,Avrankou,13.386792,1419
BEN,Benin,OuÚmÚ,Bonou,0,0
BEN,Benin,OuÚmÚ,Dangbo,3.8197675,657
BEN,Benin,OuÚmÚ,Porto-Novo,33.327869,2033
BEN,Benin,OuÚmÚ,SÞmÞ-Kpodji,17.686747,2936
BEN,Benin,Plateau,Adja-OuÞrÞ,.42802304,223
BEN,Benin,Plateau,Ifangni,4.9583335,1071
BEN,Benin,Plateau,KÚtou,.23004462,464
BEN,Benin,Plateau,PobÞ,.94412333,490
BEN,Benin,Plateau,SakÚtÚ,.91860467,474
BEN,Benin,Zou,Abomey,8.1581917,1444
BEN,Benin,Zou,Agbangnizoun,.025751073,6
BEN,Benin,Zou,Bohicon,7.0326085,1294
BEN,Benin,Zou,CovÞ,.42225859,258
BEN,Benin,Zou,Djidja,.044070512,110
BEN,Benin,Zou,Ouinhi,.18803419,66
BEN,Benin,Zou,Zagnanado,.273752,170
BEN,Benin,Zou,Za-Kpota,.22222222,98
BEN,Benin,Zou,Zogbodomey,.12200209,117
BFA,Burkina Faso,BalÚ,Bagassi,0,0
BFA,Burkina Faso,BalÚ,Bana,1.3229166,254
BFA,Burkina Faso,BalÚ,Boromo,.17820425,260
BFA,Burkina Faso,BalÚ,Fara,0,0
BFA,Burkina Faso,BalÚ,Oury,0,0
BFA,Burkina Faso,BalÚ,Pa,.30076629,157
BFA,Burkina Faso,BalÚ,Poura,.83076924,108
BFA,Burkina Faso,BalÚ,Yaho,0,0
BFA,Burkina Faso,Bam,Bourzanga,0,0
BFA,Burkina Faso,Bam,Guibare,0,0
BFA,Burkina Faso,Bam,Kongoussi,.22222222,360
BFA,Burkina Faso,Bam,Rollo,0,0
BFA,Burkina Faso,Bam,Sabce,1.9409369,953
BFA,Burkina Faso,Bam,Tikare,0,0
BFA,Burkina Faso,Banwa,Balave,0,0
BFA,Burkina Faso,Banwa,Kouka,0,0
BFA,Burkina Faso,Banwa,Sami,0,0
BFA,Burkina Faso,Banwa,Sanaba,0,0
BFA,Burkina Faso,Banwa,Solenzo,.068074107,158
BFA,Burkina Faso,Banwa,Tansila,0,0
BFA,Burkina Faso,BazÚga,Doulougou,.081081077,54
BFA,Burkina Faso,BazÚga,Ipelce,0,0
BFA,Burkina Faso,BazÚga,Kayao,0,0
BFA,Burkina Faso,BazÚga,Kombissiri,.12440839,184
BFA,Burkina Faso,BazÚga,Sapone,0,0
BFA,Burkina Faso,BazÚga,Toece,0,0
BFA,Burkina Faso,Bougouriba,Diebougou,.68057787,424
BFA,Burkina Faso,Bougouriba,Dolo,0,0
BFA,Burkina Faso,Bougouriba,Gueguere,.14814815,108
BFA,Burkina Faso,Bougouriba,Tiankoura,0,0
BFA,Burkina Faso,Boulgou,Bane,0,0
BFA,Burkina Faso,Boulgou,Beguedo,0,0
BFA,Burkina Faso,Boulgou,Bittou,.15865701,241
BFA,Burkina Faso,Boulgou,Garango,.077413477,85
BFA,Burkina Faso,Boulgou,Komtoega,0,0
BFA,Burkina Faso,Boulgou,Niaogho,0,0
BFA,Burkina Faso,Boulgou,Tenkodogo,.34937403,893
BFA,Burkina Faso,Boulgou,Zabre,.30214068,494
BFA,Burkina Faso,BoulkiemdÚ,Bingo,0,0
BFA,Burkina Faso,BoulkiemdÚ,Imasgo,0,0
BFA,Burkina Faso,BoulkiemdÚ,Kindi,0,0
BFA,Burkina Faso,BoulkiemdÚ,Kokologho,.23976608,82
BFA,Burkina Faso,BoulkiemdÚ,Koudougou,3.0792682,2525
BFA,Burkina Faso,BoulkiemdÚ,Nanoro,0,0
BFA,Burkina Faso,BoulkiemdÚ,Pella,0,0
BFA,Burkina Faso,BoulkiemdÚ,Poa,0,0
BFA,Burkina Faso,BoulkiemdÚ,Ramongo,0,0
BFA,Burkina Faso,BoulkiemdÚ,Sabou,0,0
BFA,Burkina Faso,BoulkiemdÚ,Sigle,0,0
BFA,Burkina Faso,BoulkiemdÚ,Sourgou,0,0
BFA,Burkina Faso,BoulkiemdÚ,Thiou,0,0
BFA,Burkina Faso,Ganzourgou,Boudry,0,0
BFA,Burkina Faso,Ganzourgou,Kogo,0,0
BFA,Burkina Faso,Ganzourgou,MÚguet,0,0
BFA,Burkina Faso,Ganzourgou,Mogtedo,.068783067,52
BFA,Burkina Faso,Ganzourgou,Zam,.068445474,59
BFA,Burkina Faso,Ganzourgou,Zorgho,.41206896,239
BFA,Burkina Faso,Ganzourgou,Zoungou,0,0
BFA,Burkina Faso,Gnagna,Bilanga,0,0
BFA,Burkina Faso,Gnagna,Bogande,.096944153,184
BFA,Burkina Faso,Gnagna,Koalla,0,0
BFA,Burkina Faso,Gnagna,Liptougou,0,0
BFA,Burkina Faso,Gnagna,Mani,.095602296,50
BFA,Burkina Faso,Gnagna,Piela,0,0
BFA,Burkina Faso,Gnagna,Thion,0,0
BFA,Burkina Faso,Gourma,Diabo,.023584906,20
BFA,Burkina Faso,Gourma,Diapangou,.35925925,194
BFA,Burkina Faso,Gourma,Fada N'gourma,.22378157,877
BFA,Burkina Faso,Gourma,Matiacoali,0,0
BFA,Burkina Faso,Gourma,Tigba,0,0
BFA,Burkina Faso,Gourma,Yamba,0,0
BFA,Burkina Faso,Houet,Badema,0,0
BFA,Burkina Faso,Houet,Bama,.088888891,140
BFA,Burkina Faso,Houet,Bobo-Dioulasso,2.7178383,8197
BFA,Burkina Faso,Houet,Fo,0,0
BFA,Burkina Faso,Houet,Karangasso-Vigue,.012095032,28
BFA,Burkina Faso,Houet,Lena,0,0
BFA,Burkina Faso,Houet,Peni,0,0
BFA,Burkina Faso,Houet,Satiri,0,0
BFA,Burkina Faso,Houet,Toussiana,0,0
BFA,Burkina Faso,Ioba,Dano,.24201474,197
BFA,Burkina Faso,Ioba,Dissin,.08791209,48
BFA,Burkina Faso,Ioba,Koper,0,0
BFA,Burkina Faso,Ioba,Niego,0,0
BFA,Burkina Faso,Ioba,Oronkua,0,0
BFA,Burkina Faso,Ioba,Ouessa,.1147541,21
BFA,Burkina Faso,Ioba,Zambo,0,0
BFA,Burkina Faso,Kadiogo,Kadiogo,37.14962,19615
BFA,Burkina Faso,Kadiogo,Komki-Ipala,0,0
BFA,Burkina Faso,Kadiogo,Komsilga,1.4744319,519
BFA,Burkina Faso,Kadiogo,Koubri,.24128312,173
BFA,Burkina Faso,Kadiogo,Pabre,1.8229927,999
BFA,Burkina Faso,Kadiogo,Saaba,2.8849409,1705
BFA,Burkina Faso,Kadiogo,Tanghin-Dassouri,1.7455471,686
BFA,Burkina Faso,KÚnÚdougou,Djigouera,0,0
BFA,Burkina Faso,KÚnÚdougou,Koloko,0,0
BFA,Burkina Faso,KÚnÚdougou,Kourinion,.042042043,28
BFA,Burkina Faso,KÚnÚdougou,Kourouma,.19072165,222
BFA,Burkina Faso,KÚnÚdougou,Morolaba,0,0
BFA,Burkina Faso,KÚnÚdougou,N'dorola,.018529242,32
BFA,Burkina Faso,KÚnÚdougou,Orodara,.68503934,348
BFA,Burkina Faso,KÚnÚdougou,Samogohiri,.023090586,13
BFA,Burkina Faso,KÚnÚdougou,Samorogouan,0,0
BFA,Burkina Faso,KÚnÚdougou,Sindou,0,0
BFA,Burkina Faso,KomoÚ,Banfora,1.1145738,1216
BFA,Burkina Faso,KomoÚ,Beregadougou,.66346157,207
BFA,Burkina Faso,KomoÚ,Mangodara,.012341446,36
BFA,Burkina Faso,KomoÚ,Moussodougou,0,0
BFA,Burkina Faso,KomoÚ,Niangoloko,.06443914,216
BFA,Burkina Faso,KomoÚ,Ouo,0,0
BFA,Burkina Faso,KomoÚ,SidÚradougou,0,0
BFA,Burkina Faso,KomoÚ,Soubakaniedougou,0,0
BFA,Burkina Faso,KomoÚ,TiÚfora,0,0
BFA,Burkina Faso,Komondjari,Gayeri,.0036746284,22
BFA,Burkina Faso,Kompienga,Pama,.013151544,109
BFA,Burkina Faso,Kossi,Barani,0,0
BFA,Burkina Faso,Kossi,Bomborokuy,0,0
BFA,Burkina Faso,Kossi,Djibasso,0,0
BFA,Burkina Faso,Kossi,Dokuy,0,0
BFA,Burkina Faso,Kossi,Dombala,0,0
BFA,Burkina Faso,Kossi,Kombori,0,0
BFA,Burkina Faso,Kossi,Madouba,0,0
BFA,Burkina Faso,Kossi,Nouna,.12356228,376
BFA,Burkina Faso,KoulpÚlogo,Comin-Yanga,0,0
BFA,Burkina Faso,KoulpÚlogo,Dourtenga,0,0
BFA,Burkina Faso,KoulpÚlogo,Lalgaye,0,0
BFA,Burkina Faso,KoulpÚlogo,Ouargaye,0,0
BFA,Burkina Faso,KoulpÚlogo,Sangha,0,0
BFA,Burkina Faso,KoulpÚlogo,Soudougui,0,0
BFA,Burkina Faso,KoulpÚlogo,Yargatenga,.37259614,155
