countrycode,countryname,name_1,name_2,mean_light,sum_light
GNB,Guinea-Bissau,Gab·,Sonaco,0,0
GNB,Guinea-Bissau,Oio,Bissora,0,0
GNB,Guinea-Bissau,Oio,Farim,0,0
GNB,Guinea-Bissau,Oio,Mansaba,0,0
GNB,Guinea-Bissau,Oio,Mansoa,0,0
GNB,Guinea-Bissau,Oio,Nhacra,0,0
GNB,Guinea-Bissau,Quinara,Buba,0,0
GNB,Guinea-Bissau,Quinara,Empada,0,0
GNB,Guinea-Bissau,Quinara,Fulacunda,0,0
GNB,Guinea-Bissau,Quinara,Tite,0,0
GNB,Guinea-Bissau,Tombali,Bedanda,0,0
GNB,Guinea-Bissau,Tombali,Cacine,0,0
GNB,Guinea-Bissau,Tombali,Catio,0,0
GNB,Guinea-Bissau,Tombali,Quebo,0,0
KEN,Kenya,Central,Kiambu,8.8998346,26922
KEN,Kenya,Central,Kirinyaga,1.8980415,3295
KEN,Kenya,Central,Machakos,0,0
KEN,Kenya,Central,Murang'a,2.4786842,7384
KEN,Kenya,Central,Nyandarua,.26121163,996
KEN,Kenya,Central,Nyeri,2.0780015,8152
KEN,Kenya,Coast,Kilifi,.59131521,8538
KEN,Kenya,Coast,Kwale,.70522994,6931
KEN,Kenya,Coast,Lamu,.082348548,662
KEN,Kenya,Coast,Mombasa,30.939306,10705
KEN,Kenya,Coast,Taita Taveta,.064928651,1315
KEN,Kenya,Coast,Tana River,.010544699,477
KEN,Kenya,Eastern,Embu,.60539365,1953
KEN,Kenya,Eastern,Isiolo,.010845317,316
KEN,Kenya,Eastern,Kitui,.029457629,1039
KEN,Kenya,Eastern,Machakos,1.3291014,9422
KEN,Kenya,Eastern,Makueni,.1384823,1334
KEN,Kenya,Eastern,Marsabit,.0057595228,510
KEN,Kenya,Eastern,Meru,.4837248,4057
KEN,Kenya,Eastern,Nithi,.2131332,568
KEN,Kenya,Eastern,Wajir,0,0
KEN,Kenya,Nairobi,Nairobi,36.7416,31708
KEN,Kenya,North-Eastern,Garissa,.034616049,1800
KEN,Kenya,North-Eastern,Mandera,.0079618795,264
KEN,Kenya,North-Eastern,Wajir,.011822108,739
KEN,Kenya,Nyanza,Homa Bay,.13583669,1078
KEN,Kenya,Nyanza,Kisii,1.0707006,1681
KEN,Kenya,Nyanza,Kisumu,1.7457212,4284
KEN,Kenya,Nyanza,Migori,.31490788,940
KEN,Kenya,Nyanza,Nyamira,.37175792,387
KEN,Kenya,Nyanza,Siaya,.1817873,535
KEN,Kenya,Rift Valley,Baringo,.020277146,259
KEN,Kenya,Rift Valley,Bomet,.044765342,124
KEN,Kenya,Rift Valley,Elgeyo-Marakwet,.029079616,103
KEN,Kenya,Rift Valley,Kericho,.51458883,1552
KEN,Kenya,Rift Valley,Laikipia,.33345088,3782
KEN,Kenya,Rift Valley,Nakuru,.69799697,23905
KEN,Kenya,Rift Valley,Nandi,.26179874,882
KEN,Kenya,Rift Valley,Narok,.029024001,601
KEN,Kenya,Rift Valley,Samburu,.0038082891,94
KEN,Kenya,Rift Valley,Trans-Nzoia,.27342123,788
KEN,Kenya,Rift Valley,Turkana,.0060123317,431
KEN,Kenya,Rift Valley,Uasin Gishu,.97424895,3859
KEN,Kenya,Rift Valley,West Pokot,.011159273,121
KEN,Kenya,Western,Bungoma,.41336355,1460
KEN,Kenya,Western,Busia,.2245964,473
KEN,Kenya,Western,Kakamega,.82110608,2910
KEN,Kenya,Western,Vihiga,2.6861861,1789
LBR,Liberia,Bomi,Klay,.22370234,487
LBR,Liberia,Bomi,Mecca,0,0
LBR,Liberia,Bong,Fuamah,.10136766,126
LBR,Liberia,Bong,Jorquelleh,.26522595,405
LBR,Liberia,Bong,Kokoyah,0,0
LBR,Liberia,Bong,Panta-Kpa,.10508183,122
LBR,Liberia,Bong,Salala,0,0
LBR,Liberia,Bong,Sanayea,0,0
LBR,Liberia,Bong,Suakoko,.15759955,281
LBR,Liberia,Bong,Zota,0,0
LBR,Liberia,Gbapolu,Belleh,0,0
LBR,Liberia,Gbapolu,Bokomu,0,0
LBR,Liberia,Gbapolu,Bopolu,0,0
LBR,Liberia,Gbapolu,Gbarma,0,0
LBR,Liberia,Gbapolu,Kongba,0,0
LBR,Liberia,Grand Cape Mount,Commnwealth,0,0
LBR,Liberia,Grand Cape Mount,Garwula,0,0
LBR,Liberia,Grand Cape Mount,Golakonneh,0,0
LBR,Liberia,Grand Cape Mount,Porkpa,0,0
LBR,Liberia,Grand Cape Mount,Tewor,0,0
LBR,Liberia,GrandBassa,District # 1,.027522936,30
LBR,Liberia,GrandBassa,District # 2,0,0
LBR,Liberia,GrandBassa,District # 3,.26328176,783
LBR,Liberia,GrandBassa,District # 4,0,0
LBR,Liberia,GrandBassa,Owensgrove,.54298645,240
LBR,Liberia,GrandBassa,Stjohnriver,.031446543,25
LBR,Liberia,GrandGedeh,Gbarzon,.0021021653,10
LBR,Liberia,GrandGedeh,Konobo,.014213198,70
LBR,Liberia,GrandGedeh,Tchien,.11420143,271
LBR,Liberia,GrandKru,Buah,0,0
LBR,Liberia,GrandKru,Lower Kru Coast,0,0
LBR,Liberia,GrandKru,Sasstown 180606,.017088175,25
LBR,Liberia,GrandKru,Upperkrucoast,0,0
LBR,Liberia,Lofa,Foya,0,0
LBR,Liberia,Lofa,Kolahun,0,0
LBR,Liberia,Lofa,Lower Kru Coast,0,0
LBR,Liberia,Lofa,Salayea,0,0
LBR,Liberia,Lofa,Voinjama,.047332533,118
LBR,Liberia,Lofa,Zorzor,.010610079,36
LBR,Liberia,Margibi,Firestone,2.593482,1512
LBR,Liberia,Margibi,Gibi,0,0
LBR,Liberia,Margibi,Kakata,.4422915,525
LBR,Liberia,Margibi,Mambah-Kaba,1.689808,1144
LBR,Liberia,Maryland,Barrobo,0,0
LBR,Liberia,Maryland,Pleebo/Sodeken,.23299217,387
LBR,Liberia,Montserrado,Careysburg,.49586776,120
LBR,Liberia,Montserrado,Greater Monrovia,23.193718,4430
LBR,Liberia,Montserrado,St Paul River,3.0477455,1149
LBR,Liberia,Montserrado,Todee,.16097191,212
LBR,Liberia,Nimba,Gbehlageh,0,0
LBR,Liberia,Nimba,Saclepea,.037860863,80
LBR,Liberia,Nimba,Sanniquelleh-Mahn,.36397648,681
LBR,Liberia,Nimba,Tappita,.0093353251,50
LBR,Liberia,Nimba,Yarwein-Mehnsohnne,0,0
LBR,Liberia,Nimba,Zoegeh,0,0
LBR,Liberia,River Cess,Morweh,0,0
LBR,Liberia,River Cess,Timbo,0,0
LBR,Liberia,River Gee,Gbeapo,.012400794,50
LBR,Liberia,River Gee,Webbo,0,0
LBR,Liberia,Sinoe,Butaw,0,0
LBR,Liberia,Sinoe,Dugbe River,0,0
LBR,Liberia,Sinoe,Greenville,1.0106952,189
LBR,Liberia,Sinoe,Jaedae Jaedepo,0,0
LBR,Liberia,Sinoe,Juarzon,0,0
LBR,Liberia,Sinoe,Kpayan,0,0
LBR,Liberia,Sinoe,Pyneston,0,0
MAR,Morocco,Chaouia - Ouardigha,Ben Slimane,6.2720499,21049
MAR,Morocco,Chaouia - Ouardigha,Khouribga,4.2495985,26458
MAR,Morocco,Chaouia - Ouardigha,Settat,5.3976593,72415
MAR,Morocco,Doukkala - Abda,El Jadida,5.7060065,56712
MAR,Morocco,Doukkala - Abda,Safi,2.3787925,23757
MAR,Morocco,FÞs - Boulemane,Boulemane,.37982592,7418
MAR,Morocco,FÞs - Boulemane,FÞs,14.530612,9968
MAR,Morocco,FÞs - Boulemane,Sefrou,2.7546968,12903
MAR,Morocco,FÞs - Boulemane,Zouagha-Moulay Yacoub,8.0028801,16670
MAR,Morocco,Gharb - Chrarda - BÚni Hssen,KÚnitra,6.9626603,47736
MAR,Morocco,Gharb - Chrarda - BÚni Hssen,Sidi Kacem,3.0611913,16959
MAR,Morocco,Grand Casablanca,Casablanca,44.573505,52151
MAR,Morocco,Grand Casablanca,Mohammedia,61.037037,3296
MAR,Morocco,Guelmim - Es-Semara,Assa-Zag,.097478621,2223
MAR,Morocco,Guelmim - Es-Semara,Guelmim,.62407845,8719
MAR,Morocco,Guelmim - Es-Semara,Tan-Tan,.32740164,4710
MAR,Morocco,Guelmim - Es-Semara,Tata,.16233785,5619
MAR,Morocco,LaÔyoune - Boujdour - Sakia El Hamra,LaÔyoune,.16117942,1219
MAR,Morocco,Marrakech - Tensift - Al Haouz,Al Haouz,2.2172341,17780
MAR,Morocco,Marrakech - Tensift - Al Haouz,Chichaoua,1.4614908,14137
MAR,Morocco,Marrakech - Tensift - Al Haouz,El KelaÔ des Sraghna,3.1235127,42789
MAR,Morocco,Marrakech - Tensift - Al Haouz,Essaouira,1.0877529,10214
MAR,Morocco,Marrakech - Tensift - Al Haouz,Marrakech,13.767671,48889
MAR,Morocco,MeknÞs - Tafilalet,El Hajeb,4.6610661,16090
MAR,Morocco,MeknÞs - Tafilalet,Errachidia,.39002806,21684
MAR,Morocco,MeknÞs - Tafilalet,Ifrane,1.4807655,7506
MAR,Morocco,MeknÞs - Tafilalet,KhÚnifra,.8094238,13107
MAR,Morocco,MeknÞs - Tafilalet,MeknÞs,8.1266832,19309
MAR,Morocco,Oriental,Berkane Taourirt,3.3257143,28518
MAR,Morocco,Oriental,Figuig,.13844493,6800
MAR,Morocco,Oriental,Jerada,.57836992,8487
MAR,Morocco,Oriental,Nador,7.1276278,61711
MAR,Morocco,Oriental,Oujda Angad,9.306097,22437
MAR,Morocco,Rabat - SalÚ - Zemmour - Zaer,KhÚmisset,1.4110885,15958
MAR,Morocco,Rabat - SalÚ - Zemmour - Zaer,Rabat,56.508381,10115
MAR,Morocco,Rabat - SalÚ - Zemmour - Zaer,SalÚ,12.537244,13465
MAR,Morocco,Rabat - SalÚ - Zemmour - Zaer,Skhirate-TÚmara,15.344874,22603
MAR,Morocco,Souss - Massa - DraÔ,Agadir-Ida ou Tanane,6.4414759,20252
MAR,Morocco,Souss - Massa - DraÔ,Chtouka-A´t Baha,4.162219,17781
MAR,Morocco,Souss - Massa - DraÔ,Inezgane-A´t Melloul,28.387754,11128
MAR,Morocco,Souss - Massa - DraÔ,Ouarzazate,.4299947,22745
MAR,Morocco,Souss - Massa - DraÔ,Taroudannt,1.2903578,29495
MAR,Morocco,Souss - Massa - DraÔ,Tiznit,.96952933,11391
MAR,Morocco,Souss - Massa - DraÔ,Zagora,1.744614,3887
MAR,Morocco,Tadla - Azilal,Azilal,1.0666614,13345
MAR,Morocco,Tadla - Azilal,BÚni Mellal,5.0685868,45227
MAR,Morocco,Tanger - TÚtouan,Chefchaouen,.75369853,5655
MAR,Morocco,Tanger - TÚtouan,Fahs Anjra,19.861624,10765
MAR,Morocco,Tanger - TÚtouan,Larache,4.0769815,16153
MAR,Morocco,Tanger - TÚtouan,Tanger-Assilah,13.57437,17796
MAR,Morocco,Tanger - TÚtouan,TÚtouan,9.8344669,34696
MAR,Morocco,Taza - Al Hoceima - Taounate,Al Hoce´ma,2.8005319,14742
MAR,Morocco,Taza - Al Hoceima - Taounate,Taounate,2.310719,17030
MAR,Morocco,Taza - Al Hoceima - Taounate,Taza,1.106913,19775
MDG,Madagascar,Antananarivo,Analamanga,.6251815,13347
MDG,Madagascar,Antananarivo,Bongolava,.0025233182,56
MDG,Madagascar,Antananarivo,Itasy,.028481808,227
MDG,Madagascar,Antananarivo,Vakinankaratra,.050140519,1124
MDG,Madagascar,Antsiranana,Diana,.078031808,1884
MDG,Madagascar,Antsiranana,Sava,.014056996,403
MDG,Madagascar,Fianarantsoa,Amoron'i mania,.0039253696,81
MDG,Madagascar,Fianarantsoa,Atsimo-Atsinana,0,0
MDG,Madagascar,Fianarantsoa,Haute matsiatra,.02414648,633
MDG,Madagascar,Fianarantsoa,Ihorombe,.0019377498,64
MDG,Madagascar,Fianarantsoa,Vatovavy Fitovinany,.0045869793,119
MDG,Madagascar,Mahajanga,Betsiboka,.0025447404,92
MDG,Madagascar,Mahajanga,Boeny,.033820767,1242
MDG,Madagascar,Mahajanga,Melaky,.009590026,480
MDG,Madagascar,Mahajanga,Sofia,.009432897,585
MDG,Madagascar,Toamasina,Alaotra-Mangoro,.053020854,1785
MDG,Madagascar,Toamasina,Analanjirofo,.0070703272,188
MDG,Madagascar,Toamasina,Atsinanana,.14958286,4070
MDG,Madagascar,Toliary,Androy,.0014913008,36
MDG,Madagascar,Toliary,Anosy,.037866976,1433
MDG,Madagascar,Toliary,Atsimo-Andrefana,.01236509,1046
MDG,Madagascar,Toliary,Menabe,.0092686769,565
MLI,Mali,Bamako,Bamako,52.70068,15494
MLI,Mali,Gao,Ansongo,0,0
MLI,Mali,Gao,Bourem,0,0
MLI,Mali,Gao,Gao,.017043736,620
MLI,Mali,Gao,MÚnaka,0,0
MLI,Mali,Kayes,BafoulabÚ,.057832535,1380
MLI,Mali,Kayes,DiÚma,0,0
MLI,Mali,Kayes,Kayes,.15370858,4211
MLI,Mali,Kayes,KÚniÚba,.17703481,3230
MLI,Mali,Kayes,Kita,.022401497,958
MLI,Mali,Kayes,Nioro,.041106597,526
MLI,Mali,Kayes,YÚlimanÚ,0,0
MLI,Mali,Kidal,Abe´bara,.0069820555,214
MLI,Mali,Kidal,Kidal,.013122236,276
MLI,Mali,Kidal,Tessalit,0,0
MLI,Mali,Kidal,Tin-Essako,0,0
MLI,Mali,Koulikoro,Banamba,.02700524,268
MLI,Mali,Koulikoro,Dio´la,.048613954,712
MLI,Mali,Koulikoro,Kangaba,.026103383,152
MLI,Mali,Koulikoro,Kati,.68038744,13769
MLI,Mali,Koulikoro,Kolokani,.0079499083,113
MLI,Mali,Koulikoro,Koulikoro,.10049123,716
MLI,Mali,Koulikoro,Nara,.0017678729,66
MLI,Mali,Mopti,Bandiagara,.053189211,497
MLI,Mali,Mopti,Bankass,.034441963,262
MLI,Mali,Mopti,DjennÚ,.095078297,510
MLI,Mali,Mopti,Douentza,.0075074546,214
MLI,Mali,Mopti,Koro,.0045378916,60
MLI,Mali,Mopti,Mopti,.23630327,2135
MLI,Mali,Mopti,TÚnenkou,0,0
MLI,Mali,Mopti,Youwarou,0,0
MLI,Mali,SÚgou,BarouÚli,.018951243,103
MLI,Mali,SÚgou,Bla,.015795207,116
MLI,Mali,SÚgou,Koutiala,0,0
MLI,Mali,SÚgou,Macina,.021249028,164
MLI,Mali,SÚgou,Niono,.047352895,915
MLI,Mali,SÚgou,San,.12023939,884
MLI,Mali,SÚgou,SÚgou,.1762208,3320
MLI,Mali,SÚgou,Tominian,.010050875,81
MLI,Mali,Sikasso,Bougouni,.070187367,1652
MLI,Mali,Sikasso,Kadiolo,.13874049,857
MLI,Mali,Sikasso,KolondiÚba,0,0
MLI,Mali,Sikasso,Koutiala,.14007606,1547
MLI,Mali,Sikasso,Sikasso,.12403564,2283
MLI,Mali,Sikasso,Yanfolila,.050657529,547
MLI,Mali,Sikasso,Yorosso,.013217454,73
MLI,Mali,Timbuktu,DirÚ,.038784746,120
MLI,Mali,Timbuktu,Goundam,.0015460383,221
MLI,Mali,Timbuktu,Gourma-Rharous,0,0
MLI,Mali,Timbuktu,NiafunkÚ,.0069432827,83
MLI,Mali,Timbuktu,Tombouctou,.0018994175,790
MOZ,Mozambique,Cabo Delgado,Ancuabe,.069287144,520
MOZ,Mozambique,Cabo Delgado,Balama,.0054711248,36
MOZ,Mozambique,Cabo Delgado,Chi·re,0,0
MOZ,Mozambique,Cabo Delgado,Macomia,.06231454,357
MOZ,Mozambique,Cabo Delgado,Mecufi,.077795789,48
MOZ,Mozambique,Cabo Delgado,Meluco,.0080303689,55
MOZ,Mozambique,Cabo Delgado,Mocimboa da Praia,.13351102,551
MOZ,Mozambique,Cabo Delgado,Montepuez,.032338426,688
MOZ,Mozambique,Cabo Delgado,Mueda,.015290974,206
MOZ,Mozambique,Cabo Delgado,Muidumbe,0,0
MOZ,Mozambique,Cabo Delgado,Namuno,0,0
MOZ,Mozambique,Cabo Delgado,Nangade,.048076924,165
MOZ,Mozambique,Cabo Delgado,Palma,.03464755,145
MOZ,Mozambique,Cabo Delgado,Pemba,1.1491876,2334
MOZ,Mozambique,Cabo Delgado,Quissanga,0,0
MOZ,Mozambique,Gaza,Bilene,1.0118876,2809
MOZ,Mozambique,Gaza,Chibuto,.17015342,1220
MOZ,Mozambique,Gaza,Chicualacuala,.0082335006,189
MOZ,Mozambique,Gaza,Chigubo,0,0
MOZ,Mozambique,Gaza,Ch¾kwÞ,1.0667093,3342
MOZ,Mozambique,Gaza,Guijß,.085762016,462
MOZ,Mozambique,Gaza,Mabalane,.025068168,285
MOZ,Mozambique,Gaza,Mandlakazi,.15562566,740
MOZ,Mozambique,Gaza,Massangena,0,0
MOZ,Mozambique,Gaza,Massingir,.045335539,329
MOZ,Mozambique,Gaza,Xai-Xai,2.2088292,5754
MOZ,Mozambique,Inhambane,Funhalouro,.0048320428,83
MOZ,Mozambique,Inhambane,Govuro,.032907858,165
MOZ,Mozambique,Inhambane,Homoine,.79971594,2252
MOZ,Mozambique,Inhambane,Inharrime,.15622365,556
MOZ,Mozambique,Inhambane,Inhassoro,.21885522,1300
MOZ,Mozambique,Inhambane,Jangamo,1.076598,2038
MOZ,Mozambique,Inhambane,Mabote,.007276129,140
MOZ,Mozambique,Inhambane,Massinga,.11459654,1085
MOZ,Mozambique,Inhambane,Morrumbene,.29782084,984
MOZ,Mozambique,Inhambane,Panda,.012645132,110
MOZ,Mozambique,Inhambane,Vilanculos,.14928229,1092
MOZ,Mozambique,Inhambane,Zavala,.10326087,266
MOZ,Mozambique,Manica,Barue,.057772815,414
MOZ,Mozambique,Manica,Gondola,.6814099,5007
MOZ,Mozambique,Manica,Guro,.033156343,281
MOZ,Mozambique,Manica,Machaze,0,0
MOZ,Mozambique,Manica,Macossa,0,0
MOZ,Mozambique,Manica,Manica,.44584474,2441
MOZ,Mozambique,Manica,Mossurize,.022345483,141
MOZ,Mozambique,Manica,Sussundenga,.098567724,874
MOZ,Mozambique,Manica,Tambara,0,0
MOZ,Mozambique,Maputo,Boane,13.717929,17751
MOZ,Mozambique,Maputo,Magude,.083258629,743
MOZ,Mozambique,Maputo,Manhiþa,1.2233453,3752
MOZ,Mozambique,Maputo,Maputo,34.445244,23905
MOZ,Mozambique,Maputo,Marracuene,6.6072645,5821
MOZ,Mozambique,Maputo,MatutuÝne,.20659027,1442
MOZ,Mozambique,Maputo,Moamba,.46743825,2706
MOZ,Mozambique,Maputo,Namaacha,.44018793,1218
MOZ,Mozambique,Nampula,Angoche,.15555556,567
MOZ,Mozambique,Nampula,Erati,0,0
MOZ,Mozambique,Nampula,Lalaua,0,0
MOZ,Mozambique,Nampula,Malema,.054235891,395
MOZ,Mozambique,Nampula,Meconta,.123349,551
MOZ,Mozambique,Nampula,Mecuburi,.0059963102,52
MOZ,Mozambique,Nampula,Memba,.042026352,185
MOZ,Mozambique,Nampula,Mogovolas,.073375262,420
MOZ,Mozambique,Nampula,Moma,.28376651,1998
MOZ,Mozambique,Nampula,Monapo,.18183945,777
MOZ,Mozambique,Nampula,Mongincual,.018263981,97
MOZ,Mozambique,Nampula,Mossuril,.11997194,513
MOZ,Mozambique,Nampula,Muecate,.029340347,145
MOZ,Mozambique,Nampula,Murrupula,.0334314,125
MOZ,Mozambique,Nampula,Nacala Velha,2.6578796,4638
MOZ,Mozambique,Nampula,Namapa,.03058104,240
MOZ,Mozambique,Nampula,Nampula,1.2421423,6007
MOZ,Mozambique,Nampula,Ribaue,.069886811,531
MOZ,Mozambique,Nassa,Cuamba,.13664405,886
MOZ,Mozambique,Nassa,Lago,.017922606,264
MOZ,Mozambique,Nassa,Lichinga,.27752492,2256
MOZ,Mozambique,Nassa,Majune,0,0
MOZ,Mozambique,Nassa,Mandimba,0,0
MOZ,Mozambique,Nassa,Marrupa,.0094420603,198
MOZ,Mozambique,Nassa,Ma·a,.018524203,181
MOZ,Mozambique,Nassa,Mavago,0,0
MOZ,Mozambique,Nassa,Mecanhelas,.042304795,337
MOZ,Mozambique,Nassa,Mecula,0,0
MOZ,Mozambique,Nassa,Metarica,.015221481,89
MOZ,Mozambique,Nassa,Muembe,0,0
MOZ,Mozambique,Nassa,N'gauma,0,0
MOZ,Mozambique,Nassa,Nipepe,0,0
MOZ,Mozambique,Nassa,Sanga,0,0
MOZ,Mozambique,Sofala,Buzi,.14925213,1387
MOZ,Mozambique,Sofala,Caia,.20763502,892
MOZ,Mozambique,Sofala,Chemba,.037507687,183
MOZ,Mozambique,Sofala,Cheringoma,.024799004,219
MOZ,Mozambique,Sofala,Chibabava,.031309299,264
MOZ,Mozambique,Sofala,Dondo,3.1447084,11648
MOZ,Mozambique,Sofala,Gorongosa,.049544144,413
MOZ,Mozambique,Sofala,Machanga,.023896031,171
MOZ,Mozambique,Sofala,Maringue,0,0
MOZ,Mozambique,Sofala,Marromeu,.055865161,411
MOZ,Mozambique,Sofala,Muanza,0,0
MOZ,Mozambique,Sofala,Nhamatanda,.25150904,1250
MOZ,Mozambique,Tete,Ang¾nia,.10072846,401
MOZ,Mozambique,Tete,Cahora Bassa,.19658595,2119
MOZ,Mozambique,Tete,Changara,.54336298,6046
MOZ,Mozambique,Tete,Chifunde,0,0
MOZ,Mozambique,Tete,Chiuta,.018331693,149
MOZ,Mozambique,Tete,Macanga,.013123058,114
MOZ,Mozambique,Tete,Magoe,.015711293,165
MOZ,Mozambique,Tete,Maravia,.011356903,230
MOZ,Mozambique,Tete,Moatize,.52170694,5636
MOZ,Mozambique,Tete,Mutarara,.02852004,222
MOZ,Mozambique,Tete,Tsangano,0,0
MOZ,Mozambique,Tete,Zumbu,.010351967,150
MOZ,Mozambique,Zambezia,Alto Molocue,.080752648,618
MOZ,Mozambique,Zambezia,Chinde,.025423728,129
MOZ,Mozambique,Zambezia,Gile,.013569267,148
MOZ,Mozambique,Zambezia,Gurue,.056521103,387
MOZ,Mozambique,Zambezia,Ile,.051844321,357
MOZ,Mozambique,Zambezia,Inhassunge,.30021366,281
MOZ,Mozambique,Zambezia,Lugela,.038853161,290
MOZ,Mozambique,Zambezia,Maganja da Costa,.033824157,317
MOZ,Mozambique,Zambezia,Milange,.033798553,402
MOZ,Mozambique,Zambezia,Mocuba,.18647866,1997
MOZ,Mozambique,Zambezia,Mopeia,.04666096,436
MOZ,Mozambique,Zambezia,Morrumbala,.026553171,418
MOZ,Mozambique,Zambezia,Namacurra,.17970318,448
MOZ,Mozambique,Zambezia,Namarroi,0,0
MOZ,Mozambique,Zambezia,Nicoadala,.8291657,3548
MOZ,Mozambique,Zambezia,Pebane,.025028534,307
MRT,Mauritania,Adrar,Aoujeft,0,0
MRT,Mauritania,Adrar,Atar,.025126103,797
MRT,Mauritania,Adrar,Chinguetti,.0025171086,544
MRT,Mauritania,Assaba,BarkÚol,.0073219161,59
MRT,Mauritania,Assaba,Boumde´d,.028849902,148
MRT,Mauritania,Assaba,GuÚrou,.046062868,148
MRT,Mauritania,Assaba,Kankossa,0,0
MRT,Mauritania,Assaba,Kiffa,.026329767,347
MRT,Mauritania,Brakna,Aleg,.0086319381,172
MRT,Mauritania,Brakna,BababÚ,0,0
MRT,Mauritania,Brakna,BoghÚ,.12174818,234
MRT,Mauritania,Brakna,Magta-Lahjar,.0050266115,85
MRT,Mauritania,Brakna,M'Bagne,.091145836,70
MRT,Mauritania,Dakhlet Nouadhibou,Nouadhibou,.16217457,3532
MRT,Mauritania,Gorgol,KaÚdi,.072910607,376
MRT,Mauritania,Gorgol,Maghama,.013383665,39
MRT,Mauritania,Gorgol,M'Bout,0,0
MRT,Mauritania,Gorgol,Monguel,0,0
MRT,Mauritania,Guidimaka,Ould YengÚ,.00390625,17
MRT,Mauritania,Guidimaka,SÚlibaby,.031022109,268
MRT,Mauritania,Hodh ech Chargui,Amourj,0,0
MRT,Mauritania,Hodh ech Chargui,Bassikounou,.010277543,207
MRT,Mauritania,Hodh ech Chargui,Djiguenni,0,0
MRT,Mauritania,Hodh ech Chargui,NÚma,.019776583,239
MRT,Mauritania,Hodh ech Chargui,Ouadane,.00054461946,90
MRT,Mauritania,Hodh ech Chargui,TimbÚdra,.0078847399,110
MRT,Mauritania,Hodh el Gharbi,A´oun,.010688012,231
MRT,Mauritania,Hodh el Gharbi,Kobenni,0,0
MRT,Mauritania,Hodh el Gharbi,Tamchakett,0,0
MRT,Mauritania,Hodh el Gharbi,Tintane,.011363637,147
MRT,Mauritania,Inchiri,Akjoujt,.064396597,3580
MRT,Mauritania,Nouakchott,Nouakchott,8.2221012,15104
MRT,Mauritania,Tagant,MoudjÚria,.0067581404,99
MRT,Mauritania,Tagant,Tichitt,0,0
MRT,Mauritania,Tagant,Tidjikja,.0050334856,118
MRT,Mauritania,Tiris Zemmour,Bir Moghre´n,0,0
MRT,Mauritania,Tiris Zemmour,F'DÚrik,.017046276,3775
MRT,Mauritania,Tiris Zemmour,ZouÚrate,.039999999,22
MRT,Mauritania,Trarza,Boutilimit,.0062558097,249
MRT,Mauritania,Trarza,Keur-MacÞne,.13726708,442
MRT,Mauritania,Trarza,MÚderdra,.017417721,172
MRT,Mauritania,Trarza,Ouad-Naga,.0097790034,227
MRT,Mauritania,Trarza,R'Kiz,.0052207639,35
MRT,Mauritania,Trarza,Rosso,.6242848,982
MWI,Malawi,Balaka,Balaka Town,16.416666,197
MWI,Malawi,Balaka,TA Kalembo,.21222222,191
MWI,Malawi,Balaka,TA Nsamala,.30553901,513
MWI,Malawi,Blantyre,Blantyre City,34.463917,10029
MWI,Malawi,Blantyre,TA Chigaru,.90614885,280
MWI,Malawi,Blantyre,TA Kapeni,4.0810809,1057
MWI,Malawi,Blantyre,TA Kuntaja,3.0220048,1236
MWI,Malawi,Blantyre,TA Kunthembwe,.065953657,37
MWI,Malawi,Blantyre,TA Lundu,0,0
MWI,Malawi,Blantyre,TA Machinjili,6.2941175,535
MWI,Malawi,Blantyre,TA Makata,0,0
MWI,Malawi,Blantyre,TA Somba,.91419142,277
MWI,Malawi,Chikwawa,Chikwawa Boma,5.181818,57
MWI,Malawi,Chikwawa,Lengwe National Park,0,0
MWI,Malawi,Chikwawa,Majete Game Reserve - Chikwawa,.073746316,75
MWI,Malawi,Chikwawa,Ngabu Urban,6.3000002,63
MWI,Malawi,Chikwawa,TA Chapananga,.15392354,153
MWI,Malawi,Chikwawa,TA Kasisi,.37694013,170
MWI,Malawi,Chikwawa,TA Katunga,.54271358,108
MWI,Malawi,Chikwawa,TA Lundu,2.7242799,662
MWI,Malawi,Chikwawa,TA Makhwira,.019400353,11
MWI,Malawi,Chikwawa,TA Maseya,0,0
MWI,Malawi,Chikwawa,TA Ngabu,.20152092,265
MWI,Malawi,Chiradzulu,Chiradzulu Boma,0,0
MWI,Malawi,Chiradzulu,TA Chitera,0,0
MWI,Malawi,Chiradzulu,TA Kadewere,0,0
MWI,Malawi,Chiradzulu,TA Likoswe,1.0518519,142
MWI,Malawi,Chiradzulu,TA Mpama,.2044199,37
MWI,Malawi,Chiradzulu,TA Nchema,0,0
MWI,Malawi,Chiradzulu,TA Nkalo,.69230771,108
MWI,Malawi,Chitipa,Chitipa Boma,0,0
MWI,Malawi,Chitipa,Nyika N.P. - Chitipa,0,0
MWI,Malawi,Chitipa,TA Kameme,0,0
MWI,Malawi,Chitipa,TA Mwabulambya,0,0
MWI,Malawi,Chitipa,TA Mwenemisuku,0,0
MWI,Malawi,Chitipa,TA Mwenewenya,0,0
MWI,Malawi,Chitipa,TA Nthalire,0,0
MWI,Malawi,Dedza,Dedza Boma,13.347826,307
MWI,Malawi,Dedza,Lake Malawi,0,0
MWI,Malawi,Dedza,SC Chauma,0,0
MWI,Malawi,Dedza,SC Chilikumwendo,0,0
MWI,Malawi,Dedza,SC Kamenya Gwaza,.1106383,26
MWI,Malawi,Dedza,TA Kachindamoto,0,0
